,title,area,numberOfRooms,price,town,district
11704,KAÇIRILMIYCAK SİTE İÇERİSİNDE 1. KAT 3+1 OTOPARKLI,135,3+1,1175000,Yenidoğan,Yenidoğan Mh.
11705,SANCAKTEPE FATİH MAH 4+1 İSKANLI ARA DUBLEX SATILIK,150,4+1,1600000,Samandıra,Fatih Mah.
11706,CEMRE'DEN SATILIK 4+1 TERS DUBLEX,145,4+1,1250000,Samandıra,Fatih Mah.
11707,SATILIK GENİŞ ÇATI DUBLEKS,160,3+2,1400000,Yenidoğan,Merve Mah.
11708,YENİDOĞAN MERKEZDE TOPRAK TEMASSIZ BALKONLU ARA DUBLEX DAİRE !!!,125,3+1,1165000,Yenidoğan,Yenidoğan Mh.
11709,ACİL SATILIK SUR YAPI LAVENDER SİTESİ SANCAKTEPE 1+1 60M2 TAPULU,60,1+1,1475000,Samandıra,Eyüp Sultan Mh.
11710,ACİL SATILIK SUR YAPI LAVENDER SİTESİ SANCAKTEPE 1+1 60M2 TAPULU,60,1+1,1475000,Samandıra,Eyüp Sultan Mh.
11711,PANORAMA'DAN METRO YÜRÜME İSKANLI 2. KAT !!! SINIRSIZ KREDİLİ !!,80,2+1,965000,Sarıgazi,Meclis Mah.
11712,Orahangazi Mh. Çok Kullanışlı 4+2 Dubleks,160,4+1,2200000,Samandıra,Osmangazi Mah.
11713,HARİKA MANZARASI VE GENİŞ TERASLI FIRSAT DUBLEKS YUNUS EMRE 3+1,160,3+1,1300000,Yenidoğan,Yunus Emre Mah.
11714,Abdurrahmangazi mahallesi 4+1 sıfır ters dubleks,160,4+1,955000,Samandıra,Abdurrahmangazi Mah.
11715,FIRSAT ! SEFA TEPESİNE KOMŞU HARİKA KONUMDA 2+1 DAİRE,100,2+1,1000000,Yenidoğan,Safa Mah.
11716,Sancaktepe Ovalbahçe de Sefer ŞEKER den Satılık Küçük Tip 2+1,74,2+1,1350000,Sarıgazi,Sarıgazi Mh.
11717,SANCAKTEPE ABDURRAHMANGAZİ MH. 100M2 ÇİFT BALKONLU ARA KAT DAİRE,100,2+1,1250000,Samandıra,Abdurrahmangazi Mah.
11718,SURYAPI UZMANI ŞENOL AKKÖK SUR YAPI MAHALLE 3+1 127 m2,127,3+1,3900000,Sarıgazi,Meclis Mah.
11719,SAMANDIRA EYÜP SULTAN MAH. SİTE İÇİ SATILIK 3+1 LÜX DAİRE,145,3+1,3190000,Samandıra,Eyüp Sultan Mh.
11720,NEHİRDEN MİMAR SİNAN CADDESİNE YAKIN 2+1 ACİL SATILIK DAİRE,100,2+1,1210000,Samandıra,Osmangazi Mah.
11721,░▒▓ Ana Cadde Üzeri 105m² 2+1 Kapalı Otopark ve Çocuk Parkı ░▒▓,105,2+1,1340000,Samandıra,Osmangazi Mah.
11722,SAMANDIRA METROYA YÜRÜME MESAFESİNDE LÜX SATILIK 110M2 2+1,110,2+1,1640000,Samandıra,Abdurrahmangazi Mah.
11723,KORU SİTE EMLAK'TAN SANCAKTEPE İSKANLI LÜX 2+1 SATILIK DAİRE,202,2+1,1910000,Samandıra,Eyüp Sultan Mh.
11724,ANAS İNŞAAT ATATÜRK MAHALLESİNDE SATILIK 2+1 DAİRE,85,2+1,970000,Sarıgazi,Atatürk Mh.
11725,ANAS İNŞAAT- SATILIK DÜZ GİRİŞ 80m2 1+1 DAİRE,90,1+1,575000,Sarıgazi,Sarıgazi Mh.
11726,Samandıra merkezde 3+1 ara kat daire asansörlü iskanlı kombili,135,3+1,1515000,Samandıra,Osmangazi Mah.
11727,MERKEZE ULAŞIMA YAKIN 2 AİLE İÇİN UYGUN 200m2 ÇOK KULLANIŞLI,200,4+1,1995000,Samandıra,Osmangazi Mah.
11728,SEEWORLD SİNPAŞ AQUA CİTY 2010 3+1 148 m2 SATILIK aquacity,148,3+1,3450000,Sarıgazi,Emek Mah.
11729,EMLAK WORKS'DEN SANCAKTEPE OSMANGAZİ'DE 3+1 SATILIK DAİRE,140,3+1,927000,Samandıra,Osmangazi Mah.
11730,VİZYON EMLAK'DAN KAP. OTOPARKLI 2+1 85m2 ARA KAT ÖN ve GÜNEY CEP,85,2+1,999000,Samandıra,Fatih Mah.
11731,*-*PANOROMİK DOĞA&ŞEHİR MANZARALI ÖNÜ KAPANMAZ 4+2 DUBLEX,205,4+2,1310000,Samandıra,Akpınar Mh.
11732,"SAMANDIRA OSMANGAZİ MH. 3+1 ÇATI DUBLX 150m2 0,99 KREDİ İMKANI",150,3+1,1450000,Samandıra,Osmangazi Mah.
11733,TURYAP MEYDAN - SİNPAŞ METROLİFE 1+1 BAHÇE KATI FIRSAT DAİRE,68,1+1,2200000,Samandıra,Abdurrahmangazi Mah.
11734,MERKEZİ KONUMDA ÇOK GÜZEL BİR DAİRE,160,4+1,1450000,Samandıra,Akpınar Mh.
11735,Sancaktepe Yunus Emre Mh. 120 m2 Satılık 2+1 Ters Dubleks,128,2+1,765000,Yenidoğan,Yunus Emre Mah.
11736,SANCAKTEPE ANA CADDE ÜZERİNDE ÇOK ACİL SATILIK FIRSAT DAİRE,90,2+1,1266000,Yenidoğan,Yenidoğan Mh.
11737,3+1 Sahibinden satılık daire iskanli asansörlü,135,3+1,1900000,Samandıra,Eyüp Sultan Mh.
11738,ANADOLU YAKASININ GÖÇ ALAN İLÇESİ SANCAKTEPE'DE 3+1 130 M2 6.KAT,130,3+1,1870000,Sarıgazi,Emek Mah.
11739,SAHİBİNDEN! RİNGS'DE 1+1 BAHÇE KATI. MÜSTAKİL EV GİBİ DAİRE.,90,1+1,2250000,Samandıra,Veysel Karani Mah.
11740,Sancaktepe Bizimtepe Aydos Sitesi Satılık 4+1 Daire,191,4+1,5250000,Samandıra,Veysel Karani Mah.
11741,RİNGS AVM YAKININDA İÇİNDE HAZIR KİRACILI 3+1 120M2 LÜX DAİRE.,120,3+1,1150000,Yenidoğan,Safa Mah.
11742,sancaktepede satılık 3+1,125,3+1,1520000,Yenidoğan,Yenidoğan Mh.
11743,SANCAKTEPE'DE GENİŞ KULLANIMLI SATILIK 3+1 DUBLEKS DAİRE,132,3+1,1750000,Sarıgazi,Meclis Mah.
11744,SİTEDE-VİLLA TADINDA-GEN İŞ-LÜX-ÖZEL TASARIM-BAHÇELİ 2+1,140,2+1,1950000,Samandıra,Osmangazi Mah.
11745,SAHIBINDEN İSKANLI SANCAKTEPE MERKEZ'DE DUBLEX EV(4+2),175,4+2,2750000,Samandıra,Abdurrahmangazi Mah.
11746,SANCAKTEPE'DE ÇİFT KAT K.OTOPARKLI ÇOCUK OYUN ALANI 2+1 ARA KAT,115,2+1,1200000,Samandıra,Abdurrahmangazi Mah.
11747,Dumankaya Mozaik Sitesi nde Satılık 3+1 Bahçe Katı,155,3+1,3650000,Samandıra,Abdurrahmangazi Mah.
11748,LİDER YAPI'DAN ULTRA BÜYÜK ÜST DUBLEX KAÇIRAN ÜZÜLÜR..!,205,5+1,1400000,Yenidoğan,Safa Mah.
11749,"""A Plus Sancaktepeden"" Selçuklu Vadi'de Satılık 2+1",122,2+1,2350000,Samandıra,Veysel Karani Mah.
11750,Turyap'tan Osmangazi Mahallesinde Satılık Geniş 3+2 Çatı Dubleks,185,3+2,2950000,Samandıra,Osmangazi Mah.
11751,SANCAKTEPEDE BUTİK SİTE CADDE ÜSTÜ 2+1 ASANSÖRLÜ LÜKS DAİRE.....,90,2+1,1385000,Samandıra,Abdurrahmangazi Mah.
11752,SANCAKTEPE K.TÜRKLER MAH SATILIK 4+1 ÜST DUBLEKS DAİRE......,160,4+1,1500000,Sarıgazi,Kemal Türkler Mh.
11753,Kemal Türkler Mah.de Satılık 2+1 Kullanışlı Ters Dubleks,60,2+1,750000,Sarıgazi,Kemal Türkler Mh.
11754,SANCAKTEPE YENİDOĞANDA 2+1 İSKANLI ASANSÖRLÜ ARAKAT DAİRE,90,2+1,1000000,Yenidoğan,Yunus Emre Mah.
11755,CSG GROUP'DAN MERVE MH CADDE BAŞI SATILIK 3+1 ARA KAT,130,3+1,1500000,Yenidoğan,Merve Mah.
11756,Turyap'tan V.Karani Mh.Satılık Amerikan Mutfaklı1+1 Yüksek Giriş,80,1+1,663000,Samandıra,Veysel Karani Mah.
11757,Resim İstanbul karşısı Temiz ve Kullanışlı 2+1,100,2+1,1200000,Samandıra,Akpınar Mh.
11758,SANCAKTEPE SARIGAZİ'DE SATILIK 6+1 DAİRE,240,6+1,1950000,Sarıgazi,Atatürk Mh.
11759,Turyap'tan Sancaktepe Akpınar Mahallesinde Satılık 2+1 Arakat,87,2+1,1100000,Samandıra,Akpınar Mh.
11760,DENGETÜRK GAYRİMENKULDEN SANCAKTEPE DEMOKRASİ CADDESİNDE ARAKAT.,135,3+1,920000,Sarıgazi,İnönü Mh.
11761,MEGADAN DORE LİFE SİTESİNDE 3+1GÜNEY ARKA CEPHE SATILIK DAİRE,158,3+1,2850000,Sarıgazi,Emek Mah.
11762,Yenidoğan Mevlana Mah. 2+1 Arakat Daire ZEYMAK YAPIDAN,80,2+1,975000,Yenidoğan,Mevlana Mah.
11763,SANCAKTEPE ATATÜRK CD. ÜZERİNDE MUHTEŞEM 2+1 GENİŞ TERASLI DAİRE,95,2+1,900000,Sarıgazi,Atatürk Mh.
11764,Sancaktepe Dap Centro Futura da Satılık 3+1,160,3+1,2650000,Sarıgazi,Meclis Mah.
11765,İKİ AİLENİN OTURABİLECEĞİ ÜST DUBLEX 240M2,255,5+1,1950000,Sarıgazi,Kemal Türkler Mh.
11766,SAMANDİRA MERKEZDE SATILIK 2+1,90,2+1,1250000,Samandıra,Abdurrahmangazi Mah.
11767,SANCAKTEPE OSMANGAZİ MAH. BUTİK SİTEDE 100 M2 2+1 ARAKAT DAİRE,110,2+1,1600000,Samandıra,Osmangazi Mah.
11768,SURYAPI ADAPARK SUR YAPI SATILIK 2+1 115M2 KAPALI MUTFAK HARİKA,115,2+1,2725000,Sarıgazi,Emek Mah.
11769,MES YAPIDAN İSKANLI BALKONLU ÇİFT GİRİŞLİ 115M 2+1 TERS DUBLEX..,115,2+1,789000,Samandıra,Abdurrahmangazi Mah.
11770,Sancaktepe Yenidoğan Merkeze Yakın 200 m2 5+1 Üst Dubleks Daire,200,5+1,2000000,Samandıra,Abdurrahmangazi Mah.
11771,SAMANDIRA OSMANGAZİ MAHALLESİNDE SATILIK 2+1 105m2 ARAKAT DAİRE,105,2+1,1250000,Samandıra,Osmangazi Mah.
11772,KARACA'DAN MERKEZİ KONUMDA 125 M2 İSKANLİ ÔN CEPHE 3+1 ARAKAT,125,3+1,1700000,Samandıra,Fatih Mah.
11773,satılık 2+1.arakat,85,2+1,1250000,Yenidoğan,Safa Mah.
11774,HASTANEYE YAKIN SANCAKTEPEDE 3+1 GENİŞ DAİRE,172,3+1,1700000,Sarıgazi,Emek Mah.
11775,BK GAYRİMENKUL'DEN CAZİP FİYATA 2+1 TERS DUBLEKS DAİRE,100,2+1,769000,Samandıra,Abdurrahmangazi Mah.
11776,SANCAKTEPE MERKEZDE 2+1 120M İSKANLI BALKONLU FERAH TERS DUBLEX,130,2+1,925000,Yenidoğan,Yenidoğan Mh.
11777,ESKİDJİ' den 216 SANCAKTEPE 2+1 122m2 BAHÇE DUBLEKSİ,122,2+1,2799999,Sarıgazi,Kemal Türkler Mh.
11778,SANCAKTEPE İNÖNÜ MAHALLESİ 3+1 115 M2 SATILIK DAİRE,115,3+1,1350000,Sarıgazi,İnönü Mh.
11779,ARAÇ TAKASLI AKPINAR MH DE LÜKS 140M2 3+1 İSKANLI KOMBİLİ ARAKAT,140,3+1,1455000,Samandıra,Akpınar Mh.
11780,NOVA 'DAN FATİH mah. 102 m2 ASANSÖRLÜ 2+1 ARAKAT KELEPİR FİYATTA,102,2+1,853000,Samandıra,Fatih Mah.
11781,NOVA 'DAN YENİDOĞAN 'DA 143 m2 İSKANLI & KOMBİLİ 3+1 LÜX ARAKAT,143,3+1,1235000,Yenidoğan,Mevlana Mah.
11782,SANCAKTEPE YENİDOĞAN MERVE MAH. SATILIK DAİRE,85,2+1,1035000,Yenidoğan,Merve Mah.
11783,REDSTONE DIAMON'DAN YILDIZ SİTESİ'NDE SATILIK 3+1 DAİRE,140,3+1,1415000,Samandıra,Fatih Mah.
11784,Boğaziçi Caddesinde Geniş 3+1 Ara kat (Kısa Süreliğine bu Fiyat),135,3+1,1495000,Sarıgazi,Meclis Mah.
11785,Sahibinden satılık daire,95,2+1,1500000,Samandıra,Osmangazi Mah.
11786,SARIGAZİ ATATÜRK MAH.SATILIK SON DAİRELER 975 BİN,85,2+1,975000,Sarıgazi,Atatürk Mh.
11787,Adapark havuz manzaralı 3+1,142,3+1,3750000,Sarıgazi,Emek Mah.
11788,''0.99 Faiz 120 Ay vade imkanı''| 3+1 130 m² Çatı Dubleks Daire,130,3+1,1300000,Yenidoğan,Mevlana Mah.
11789,samandıra osmangazide 4+1 sorunsuz masrafsız ters dubleks,150,4+1,745000,Samandıra,Osmangazi Mah.
11790,sancaktepe yenidogan zirve konutlarinda satilik 2+1 daire,120,2+1,1300000,Yenidoğan,Merve Mah.
11791,REMAX GÜLDENİZ BAŞIBÜYÜK SARIGAZİ HELENİUM LİFE DUBLEKS 5+1 DAİR,194,5+2,2000000,Sarıgazi,Sarıgazi Mh.
11792,MAHAL SANCAKTEPE SİTESİ YETKİLİ SATIŞ OFİSİNDEN SATILIK 2+1DAİRE,97,2+1,1700000,Samandıra,Osmangazi Mah.
11793,SANCAKTEPE YENİDOĞAN Merkezde SATILIK SIFIR SİTE İÇİ 2+1 DAİRE,125,2+1,2100000,Yenidoğan,Yunus Emre Mah.
11794,REALTY PM EGEBOYU 2+1 EN KULLANIŞLI TİP ARDIÇ SÜPER KNM ege boyu,120,2+1,3000000,Samandıra,Abdurrahmangazi Mah.
11795,TRend HOME YUVAKUR EMLAK DAN SATILIK DAİRE,125,3+1,1500000,Sarıgazi,Meclis Mah.
11796,Sancaktepe Emek Mah. 3+1 Yüksek Giriş Fırsat Daire,155,3+1,865000,Sarıgazi,Emek Mah.
11797,SABAH GAZETESİNİN OLDUĞU YERDE İSKANLI KOMBİLİ 2+1 ARA KAT KÇMZ,90,2+1,1190000,Samandıra,Akpınar Mh.
11798,KEMAL TÜRKLER OKULA ve ANACADDEYE yakın 3+1 BAHÇE KATI,100,3+1,555000,Sarıgazi,Kemal Türkler Mh.
11799,sahibinden satılık 4+1 arakat,200,4+1,890000,Samandıra,Veysel Karani Mah.
11800,150m2 dubleks iskanlı caddeye yakın,165,4+1,1500000,Yenidoğan,Yunus Emre Mah.
11801,"sancaktepe inönu mh 1+1( asansor,balkonlu) ilk gelen alır",65,1+1,665000,Sarıgazi,İnönü Mh.
11802,Merkeze 5 dk Uzaklıkta Emlak Ofisinden Hastalık Sebebiyle 2+1 Yüksek Giriş Ferah Daire,100,2+1,5170000,Yenidoğan,Mevlana Mah.
11803,YENİDOĞAN MERKEZE YAKIN CADDE ÜSTÜ 2+1 DAİRE,87,2+1,1050000,Yenidoğan,Safa Mah.
11804,YILDIRIM YAPIDAN MERVE MAH SATILIK YÜKSEK GİRİŞ,140,3+1,750000,Yenidoğan,Merve Mah.
11805,SANCAKTEPE MERVE MAHALLESİNDE MERKEZİ KONUMDA SATILIK 2+1 DAİRE,110,2+1,920000,Yenidoğan,Merve Mah.
11806,SANCAKTEPE ALİCE VİLLAGE DE ÖZEL DEKORLU BAHÇE DUBLEKSİ,188,2+1,5170000,Sarıgazi,Kemal Türkler Mh.
11807,YUNUS EMRE MAHALLESİNDE METROYA YAKIN 2+1 SATILIK DAİRE,80,2+1,1100000,Yenidoğan,Yunus Emre Mah.
11808,SANCAKTEPE VEYSEL KARANİ MAH. 3+1 ARA DUBLEX 115 M2 DAİRE,115,3+1,1100000,Samandıra,Veysel Karani Mah.
11809,ABDURRAHMAN GAZİ MAH 3+1 ARA KAT İSKANLI SATILIK DAİREMİZ,140,3+1,1730000,Samandıra,Abdurrahmangazi Mah.
11810,"İNÖNÜ MAH, DEMOKRASİ CADDESİNE 1. PARALEL İÇİ YAPILI GENİŞ 2+1",110,2+1,1200000,Sarıgazi,İnönü Mh.
11811,SAFA MAH. 4+1 YÜKSEK GİRİŞLİ FERAH GENİŞ DAİRE,145,4+1,1100000,Yenidoğan,Safa Mah.
11812,SANCAKTEPE AYDOS COUNTRY PEYZAJ VE DOĞA MANZARALI SATILIK 3+1,166,3+1,4650000,Samandıra,Veysel Karani Mah.
11813,SAHİBİNDEN 2+1 DAİRE,85,2+1,1250000,Samandıra,Osmangazi Mah.
11814,Sancaktepe Atatürk Caddesi Çok Yakın 2+1 Kombili Tek Daire Üzeri,105,2+1,1249000,Yenidoğan,Mevlana Mah.
11815,Sancaktepe Ovalbahçe de Sefer ŞEKER den Satılık Büyük Tip 2+1,112,2+1,1950000,Sarıgazi,Sarıgazi Mh.
11816,SAFİR GAYRİMENKULDEN SATILIK 3+1 OTOPARKLI ASANSÖRLÜ DAİRE,125,3+1,1650000,Samandıra,Osmangazi Mah.
11817,SEMERKAND 2 KONUTLARI 2+1 SATILIK KAPALI MUTFAK HARİKA BİR DAİRE,110,2+1,1775000,Samandıra,Osmangazi Mah.
11818,İMP SERKAN'DAN SİNPAŞ EGEBOYU PROJESİNDE ÖZEL DEKOR DEPOLU 3+1,160,3+1,3675000,Samandıra,Abdurrahmangazi Mah.
11819,SAMADIRADA SİTE İÇERİSİNDE 2+1 SATILIK BAHÇE KATI 117 M2,117,2+1,1320000,Samandıra,Osmangazi Mah.
11820,Red Partners'dan Dumankaya Mozaik'te 3+1 Satılık Daire,155,3+1,3200000,Samandıra,Abdurrahmangazi Mah.
11821,Emlak Ofisinden Daire Sahibinden Doğalgaz (Kombi) Kaçırılmayacak Fırsat! Merkezi Konum 4+1,140,4+1,600000,Sarıgazi,İnönü Mh.
11822,SANCAKTEPE İNÖNÜ MH. 4+1 ÜST DUBLEKS İSKANLI GENİŞ DAİRE,170,4+1,1750000,Sarıgazi,İnönü Mh.
11823,KREDİYE UYGUN 3+2 ÜST DUBLEX,145,3+2,1550000,Yenidoğan,Yunus Emre Mah.
11824,"SAHİBİNDEN ÇAMSAN AVM, İLHAN VARANK HAST YANI JAKUZİLİ3+1 120 M2",130,3+1,1450000,Sarıgazi,Sarıgazi Mh.
11825,YENİDOĞAN MERKEZE YAKİN SIFIR 112 M2 MANZARALI ÇATI DUBLEKSİ,112,2+1,1100000,Yenidoğan,Yunus Emre Mah.
11826,AVRASYA YAPI'DAN KREDİ SORUNSUZ MERKEZİ LOKASYONLU 2+2 KOD 1386,110,2+2,950000,Samandıra,Abdurrahmangazi Mah.
11827,SATILIK DAİRE-3+1-150 M2-HASTANEYE YAKIN-METROYA YÜRÜME MESAFESİ,150,3+1,650000,Sarıgazi,Emek Mah.
11828,EVSELL DEN LAGÜN DE LÜX DEKORASYONLU ÖZEL KONUMDA LİLYUM BAHÇE,233,4+1,12500000,Samandıra,Abdurrahmangazi Mah.
11829,SANCAKTEPE SARIGAZİ İLHANVARANK HASTANESİNE YAKIN 3+1 DAİRE,130,3+1,1400000,Sarıgazi,Sarıgazi Mh.
11830,KARAMAN EMLAKTAN KONUMU MÜKEMMEL GENİŞ ÜST DUBLEKS,145,3+2,1600000,Yenidoğan,Yunus Emre Mah.
11831,Sahibinden satılık dublex,150,3+1,1400000,Sarıgazi,Sarıgazi Mh.
11832,Sancaktepe sarıgazi mahallesinde 4+1 çatı dubleks daire,140,4+1,1600000,Sarıgazi,Sarıgazi Mh.
11833,MERKEZDE GENİŞ FERAH LÜX DÜŞÜNEN 110m2 BRÜT ARAKAT 1. SINIF YAPI,110,2+1,1495000,Samandıra,Osmangazi Mah.
11834,SİNPAŞ AYDOS COUNTRY BAHÇE KATI 2+1 KOMİSYONSUZ,112,2+1,3925000,Samandıra,Veysel Karani Mah.
11835,"SİNPAŞ KÖYCEĞİZ EN BÜYÜK DAİRESİ 3,5+1 BAHÇE KATI KOMİSYONSUZ",276,3.5+1,8579000,Samandıra,Abdurrahmangazi Mah.
11836,BUTİK SİTE İÇERİSİNDE İSKANLI KREDİYE UYGUN ÜST DUBLEKS KOD 1196,115,3+1,1395000,Samandıra,Abdurrahmangazi Mah.
11837,Sancaktepe Satılık Ters Dubleks,165,4.5+1,1730000,Sarıgazi,Meclis Mah.
11838,Yenidoğan safa mah Merkezi konumda 2+1 satılık daire,80,2+1,1135000,Yenidoğan,Safa Mah.
11839,Sancaktepe Samandıra Sardunya Evlerinde Satılık Bahçe Dubleks,220,5+2,4750000,Samandıra,Eyüp Sultan Mh.
11840,ULAŞIMA YAKIN KREDİYE UYGUN LÜKS GENİŞ KULLANIMLI DAİRE KOD 1195,100,2+1,1320000,Samandıra,Osmangazi Mah.
11841,NURS EMLAK HİZMETLERİNDEN SATILIK 5+1 DUBLEKS DAİRE,200,5+1,1770000,Sarıgazi,Kemal Türkler Mh.
11842,SANCAKTEPE ATATÜRK MH YÜKSEK GİİŞ KAT 4+1 150M2TL TAMAMINA KREDİ,150,4+1,1250000,Sarıgazi,Atatürk Mh.
11843,WINNERS EMLAK 'DAN RINGS İSTANBUL 'DA 1+1 SATILIK LÜKS DAİRE,96,1+1,1890000,Samandıra,Veysel Karani Mah.
11844,GÜLER GAYRİMENKULDEN YENİDOĞAN 3+1 SIFIR DUBLEKS,115,3+1,1325000,Yenidoğan,Yunus Emre Mah.
11845,TURYAP MEYDAN - SİNPAŞ METROLİFE 1+1 BAHÇE KATI SATILIK,65,1+1,2100000,Samandıra,Abdurrahmangazi Mah.
11846,TARTIŞMASIZ ALİCE VİLLAGE 'İN EN GÜZEL KÖŞE BAHÇE DUBLEKSİ,237,4+1,5950000,Sarıgazi,Kemal Türkler Mh.
11847,META PARTNERS TURKİYE'DEN EYUPSULTAN TAMAMINA KREDİ İMKANI 2+1,85,2+1,1250000,Samandıra,Eyüp Sultan Mh.
11848,(VİDEOLU İLAN) Sancaktepe Beyaz Konaklarda Satılık 2+1 Arakat,119,2+1,1660000,Yenidoğan,Yenidoğan Mh.
11849,acil satılık,85,2+1,1300000,Sarıgazi,İnönü Mh.
11850,SANCAKTEPE'DE MERKEZİ KONUM SIFIR 3+1 GENİŞ DAİRE FIRSATI,130,3+1,1465000,Yenidoğan,Merve Mah.
11851,İNÖNÜ MAHALLESİNDE 3+1 BALKONLU YÜKSEK GİRİŞ FIRSAT DAİRE,130,3+1,700000,Sarıgazi,İnönü Mh.
11852,Sahibinden 3+1 temiz ters DUBLEXS,145,3+1,1300000,Samandıra,Fatih Mah.
11853,SANCAKTEPE ABDURRAHMANGAZİ DE 3+1 SATILIK ÇATI DUBLEX DAİRE,130,3+1,1200000,Samandıra,Abdurrahmangazi Mah.
11854,İSKANLI OTOPARKLI VE BALKONLU BÜYÜK M2 SATILIK 2+1 DAİRE,95,2+1,970000,Yenidoğan,Merve Mah.
11855,JOKER GAYRİMENKUL SAMANDIRA MERKEZDE MUHTEŞEM KONUMDA İÇİ YAPILI,130,3+1,1550000,Samandıra,Abdurrahmangazi Mah.
11856,SARIBELDE SİTESİ'NDE SATILIK 4+1 MASRAFSIZ FULL YAPILI TRİPLEKS,320,3+2,4250000,Sarıgazi,Meclis Mah.
11857,SANCAKTEPE EMEK MAH. 120M2 3+1 GIRIS KATI HISSELI,130,3+1,600000,Sarıgazi,Emek Mah.
11858,RİNGS İSTANBUL SİTESİNDE 1+1+1 SATILIK DAİRE %80 KREDİYE UYGUN,110,2+1,2000000,Samandıra,Veysel Karani Mah.
11859,RE/MAX IŞIK'TAN BİZİMTEPE AYDOS SİTESİNDE SATILIK 2+1 DAİRE,124,2+1,2570000,Samandıra,Veysel Karani Mah.
11860,"""RW ELİF GÜMRAH""SANCAKTEPE TEKNİK YAPI EVORA PARK 1+1",63,1+1,1395000,Samandıra,Fatih Mah.
11861,SANCAKTEPE DE 4+1 SATILIK TERS DUBLEKS,140,4+1,900000,Samandıra,Osmangazi Mah.
11862,SAFA MAHALLESİNDE ASANSÖRLÜ İSKANLI YENİ BİNADA SATILIK DUBLEX,150,3+1,1100000,Yenidoğan,Safa Mah.
11863,Sahibinden iskanlı,110,2+1,1150000,Sarıgazi,Sarıgazi Mh.
11864,ABDURRAHMANGAZİ MH. 3+1 135m2 İSKANLI ARAKAT DAİRE,135,3+1,1400000,Yenidoğan,Merve Mah.
11865,S&M YAPIDAN MERKEZ LOKASYONDA 0 BİNA 80 M2 ARA KAT DAİRE!!!,90,2+1,1375000,Samandıra,Abdurrahmangazi Mah.
11866,Satılık 3+2 Üstdubleks Krediye Uygun Sancaktepe,130,3+2,1500000,Yenidoğan,Yenidoğan Mh.
11867,SAHİBİNDEN İSKANLI ORTADAG 4+1-120 M2 TERS DUBLEX SATILIK DAİRE,120,4+1,880000,Samandıra,Fatih Mah.
11868,SAMANDIRA MERKEZDE YÜKSEK GİRİŞ BAHÇELİ DUBLEX,110,2+2,1020000,Samandıra,Abdurrahmangazi Mah.
11869,Dublex 3+1 Kapalı Teraslı Daire Temiz Kullanışlı,170,3+1,1750000,Sarıgazi,İnönü Mh.
11870,İNÖNÜ MAH.MERKEZİ KONUMDA EMSALSİZ FIRSAT 3+1 ÇATI DUBLEKS,150,4+1,1750000,Sarıgazi,İnönü Mh.
11871,ATATÜRK MAH.DE 2+1 İSKANLI ASANSÖRLÜ ARA KAT DAİRE,70,2+1,1060000,Sarıgazi,Atatürk Mh.
11872,ELİT'TEN SİNPAŞ AQUACITY 2010 SATILIK 4+1 DBX 214 m2 aqua city,214,4+1,5950000,Sarıgazi,Emek Mah.
11873,SANCAKTEPE MERVE MAH. SATILIK İSKANLI ÇATI DUBLEX 3+2,180,3+2,1675000,Yenidoğan,Merve Mah.
11874,Yenidoğan Mevlana Mah. 3+1 Çatı Dubleks Daire ZEYMAK YAPIDAN,130,3+1,1300000,Yenidoğan,Mevlana Mah.
11875,satılık daire,95,2+1,939000,Yenidoğan,Yunus Emre Mah.
11876,SANCAKTEPE SİNPAŞ KELEBEKİA DA 3+1 SATILIK DAİRE,156,3+1,4000000,Samandıra,Abdurrahmangazi Mah.
11877,"SEÇKİN'DEN YILIN FIRSATI İLK GELEN ALIR 1+1,5 ÜST DUBLEKS",110,1.5+1,870000,Samandıra,Fatih Mah.
11878,GİRİŞ KAT 2+1 GENİŞ YÜKSEK GİRİŞ FERAH AİLE APARTMANI,90,2+1,850000,Samandıra,Osmangazi Mah.
11879,SANCAKTEPE DEVLET HASTAHANESİNİN YANI BAŞINDA 4+1 TERS DUBLEKS,130,4+1,895000,Sarıgazi,Emek Mah.
11880,"SANCAKTEPE, SAMADIRA'DA 2+1 - - 90 M2 SATILIK",90,2+1,1285000,Samandıra,Abdurrahmangazi Mah.
11881,Sancaktepe Yenidoğan Merkez'de 2+1 Arakat Geniş Daire,120,2+1,1350000,Samandıra,Abdurrahmangazi Mah.
11882,SANCAKTEPE Y.EMRE MAH'DE 100M2 AÇIK OTOPARKLI 2+1 ARAKAT DAİRE!!,100,2+1,1130000,Yenidoğan,Yunus Emre Mah.
11883,Dügün için satılık daire,140,3+1,1900000,Yenidoğan,Yunus Emre Mah.
11884,S&M YAPIDAN 3+1 BAHÇE KULLANIMLI SİTE İÇİ DAİREMİZ,135,3+1,1400000,Yenidoğan,Yunus Emre Mah.
11885,İLHAN VARANK HASTANESİ YANINDA 3+1 131 M2 İSKANLI SATILIK DAİRE,131,3+1,830000,Sarıgazi,Emek Mah.
11886,sancaktepede satılık 145 m2 3+1 çatıdüblekx,145,3+1,1600000,Yenidoğan,Yenidoğan Mh.
11887,"denizyıldızından SANCAKTEPE NEF19'DA BALKONLU 1,5+1 SATILIK",65,1.5+1,1600000,Samandıra,Akpınar Mh.
